Kinase	Substrate	Score
AAK1	SOX2	1.79
ABL2	CAT	100
ABL2	CBL	46.65
ABL2	GPX1	100
ABL2	HLCS	1.67
ABL2	SIVA1	100
ACVR1	DNAJB2	1.57
ACVR1	E2F3	2.7
ACVR1	ETS1	2.75
ACVR1	FGR	1.57
ACVR1	GADD45A	2.7
ACVR1	MCM5	1.93
ACVR1	MDM2	12.84
ACVR1	NFATC4	12.61
ACVR1	ORC1L	1.93
ACVR1	OTUD7B	12.84
ACVR1	RIPK3	7.75
ACVR1	RNF14	12.84
ACVR1	RPS6KA2	12.84
ACVR1	RXRG	2.7
ACVR1	SMAD3	18.86
ACVR1	TRIM24	9.03
ACVR1	WWP1	1.57
ACVR1	ZBTB44	3.55
ACVR1B	MAPK1	12.84
ACVR1B	MAPK8	2.03
ACVR1B	MDM4	2.75
ACVR1B	SMAD4	1996.19
ACVR1B	UHMK1	12.84
ACVR2A	GNA12	2.06
ACVR2B	DDEFL1	2.42
ACVR2B	EGFR	349.87
ACVR2B	PRKCB1	4.02
ACVR2B	SRXN1	2.42
ACVR2B	TRIM26	2.38
ADRBK1	ADRB2	100
ADRBK1	BAD	15.54
ADRBK1	CTTN	15.83
ADRBK1	EIF4B	6.54
ADRBK1	EZR	100
ADRBK1	FPR1	100
ADRBK1	HRH1	100
ADRBK1	ID2	2.25
ADRBK1	MC4R	100
ADRBK1	OPRD1	100
ADRBK1	PDE6G	100
ADRBK1	PDGFRB	100
ADRBK1	PQBP1	2.47
ADRBK1	RPLP2	100
ADRBK1	SNCA	100
ADRBK1	SNF8	2.25
ADRBK1	TP53	19.64
ADRBK1	TUBB3	100
ADRBK1	ZNF396	1.6
AKT1	384D8-2	2.35
AKT1	ABI2	4.29
AKT1	AVEN	1.85
AKT1	BCL11A	2.62
AKT1	BMX	66.64
AKT1	BRD2	3.52
AKT1	BTBD12	2.35
AKT1	C19orf21	1.65
AKT1	C5orf16	2.35
AKT1	C7orf22	2.35
AKT1	CBL	202.75
AKT1	CCM2	4.29
AKT1	CD99L2	2.35
AKT1	CDK2AP1	2.67
AKT1	CDK9	2.68
AKT1	CENTB2	2.35
AKT1	CGI-48	2.35
AKT1	CHES1	2.35
AKT1	CHGB	22.21
AKT1	CSNK1G2	5.66
AKT1	CSRP3	2.62
AKT1	CTTN	66.64
AKT1	DAXX	53.57
AKT1	DNAJB2	22.21
AKT1	EG1	2.35
AKT1	ENC2	2.35
AKT1	ERAL1	3.04
AKT1	ETS1	3.47
AKT1	FGFR1OP	22.21
AKT1	FGR	22.21
AKT1	FIP1L1	3.47
AKT1	GADD45A	2.64
AKT1	GAS7	4.29
AKT1	GTF2B	2.68
AKT1	GTF2E1	2.68
AKT1	HCLS1	41.39
AKT1	HIRIP3	2.68
AKT1	HNRPK	22.21
AKT1	HRMT1L2	22.21
AKT1	Histone	Ab
AKT1	ID2	3.52
AKT1	IOH12327	2.35
AKT1	IOH14198	2.35
AKT1	IOH21637	2.35
AKT1	IOH42148	2.35
AKT1	IOH43720	2.35
AKT1	KIAA0663	2.35
AKT1	LOC93349	2.3
AKT1	LUC7L2	28.74
AKT1	MAPK8	21.81
AKT1	MDFI	2.67
AKT1	MDM4	293.67
AKT1	MEF2C	1.89
AKT1	MLX	3.52
AKT1	MTA1	41.39
AKT1	NCL	3.47
AKT1	NCOA4	3.47
AKT1	NEUROD1	29.12
AKT1	NFATC3	3.45
AKT1	NOC2L	3.47
AKT1	NRIP2	2.67
AKT1	NUP133	3.47
AKT1	OTUD7B	2.67
AKT1	PCBP2	54.59
AKT1	PCBP3	2.67
AKT1	PHLDA2	7.04
AKT1	PINX1	22.21
AKT1	PKCD	2.35
AKT1	PLEKHA4	3.02
AKT1	POP7	3.54
AKT1	PPP1R13L	2.67
AKT1	PRKACA	41.39
AKT1	PRKCD	53.57
AKT1	RAGE	4.29
AKT1	RPS20	28.74
AKT1	RUNX1T1	1.89
AKT1	RXRA	2.68
AKT1	SFRS1	3.45
AKT1	SFRS12	3.47
AKT1	SMAD3	31532.24
AKT1	SMPX	4.37
AKT1	SMYD2	3.47
AKT1	SNIP1	3.47
AKT1	SNRP70	2.68
AKT1	SOX9	2.64
AKT1	SPF45	2.35
AKT1	STAT6	54.59
AKT1	SYNJ2	15.62
AKT1	TCEAL6	2.35
AKT1	TEAD1	2.64
AKT1	THRA	2.68
AKT1	TRAT1	137.07
AKT1	TRIP10	306.66
AKT1	TSN	3.45
AKT1	WDR45L	3.09
AKT1	XPA	2.68
AKT1	ZHX1	2.64
AKT1	ZNF289	2.35
AKT1	ZRANB2	2.68
AKT1	ard	2.35
AKT3	FARS2	1.67
AKT3	GNA12	4.57
AKT3	PRKACA	15.18
ARAF	C21orf66	1.79
ARAF	CBL	18.86
ARAF	EGFR	18.86
ARAF	GMEB1	1.9
ARAF	HDAC7A	1.57
ARAF	IRF3	1.9
ARAF	KHDRBS1	2.75
ARAF	MBNL1	3.12
ARAF	MCM7	2.75
ARAF	MDM4	2.75
ARAF	MTA1	16.61
ARAF	PCBP2	1.9
ARAF	PCTK1	1.57
ARAF	RBM12	2.75
ARAF	SAFB2	1.9
ARAF	SETDB1	2.75
ARAF	SF3B1	2.75
ARAF	SFRS1	16.93
ARAF	SMAD4	16.93
ARAF	SNRPE	2.75
ARAF	SPAG7	2.75
ARAF	SUMO4	1.57
ARAF	YWHAH	418.82
ARAF	ZYX	1.57
AURKB	BIRC5	100
AURKB	C11orf9	1.93
AURKB	C14orf106	1.9
AURKB	CAMKK1	3.24
AURKB	CBL	3.02
AURKB	CENPA	100
AURKB	CHEK2	2.71
AURKB	CNOT6	4.27
AURKB	CTTN	11.76
AURKB	DAPK2	8.27
AURKB	DES	100
AURKB	FEV	1.9
AURKB	GFAP	100
AURKB	GIT2	3.09
AURKB	H3F3A	100
AURKB	HCLS1	3.24
AURKB	HIST1H3A	100
AURKB	HSFX1	1.93
AURKB	INCENP	100
AURKB	KIF2C	100
AURKB	MBNL3	5.22
AURKB	MDFI	3.18
AURKB	MDM4	17.99
AURKB	MTA1	4.27
AURKB	NOL7	2.55
AURKB	OTUD7B	4.19
AURKB	PER1	2.28
AURKB	PHB2	4.27
AURKB	PKNOX1	3.18
AURKB	PPP1R13L	50.32
AURKB	PRDM1	3.24
AURKB	PRKACA	2.28
AURKB	PSMC3	3.24
AURKB	RACGAP1	100
AURKB	RPA1	2.71
AURKB	SOX10	3.24
AURKB	VIM	100
AURKB	XRCC1	1.56
AURKB	ZBED1	1.56
AURKB	ZIC4	1.9
AURKB	ZNF606	1.9
AURKB	ZYX	2.16
AURKC	C11orf9	1.93
AURKC	LZTS1	2.16
AURKC	PLAGL2	2.55
AURKC	SMPX	3.74
AXL	MTA1	9.03
BLK	BAX	7.75
BLK	FCGR2A	100
BLK	FCGR2B	100
BLK	KHDRBS1	2.75
BMP2K	SSX2	1.93
BMP2K	ZNF784	1.93
BMP2K	ZYX	2.16
BMPR1A	AIRE	4.57
BMPR1A	BMX	2.45
BMPR1A	CSRP3	3.22
BMPR1A	DDEFL1	9.25
BMPR1A	EIF2S1	3.22
BMPR1A	HCLS1	4.57
BMPR1A	HLCS	5.2
BMPR1A	NEUROD1	3.22
BMPR1A	PRKACB	3.22
BMPR1A	PRKCD	3.22
BMPR1A	RUVBL1	49.92
BMPR1A	SARS	1.73
BMPR1A	SRXN1	4.02
BMPR1A	ZAP70	1.73
BMPR1B	ABI2	38.08
BMPR1B	CAMKK1	3.22
BMPR1B	CRY1	4.57
BMPR1B	CSNK1G2	2.45
BMPR1B	CSRP3	4.49
BMPR1B	CTTN	1.73
BMPR1B	DDEFL1	4.02
BMPR1B	DNAJB2	9.14
BMPR1B	EIF4A3	4.57
BMPR1B	FGFR1OP	6.43
BMPR1B	GRK5	12.64
BMPR1B	HCLS1	3.22
BMPR1B	IFI27	6.43
BMPR1B	KLHL25	4.02
BMPR1B	MDFI	69.7
BMPR1B	MLX	3.22
BMPR1B	MTA1	4.57
BMPR1B	NEUROD1	4.57
BMPR1B	NFATC4	3.22
BMPR1B	OTUD7B	49.92
BMPR1B	PHB2	4.57
BMPR1B	RIPK3	26.79
BMPR1B	SMAD1	100
BMPR1B	SMAD3	366.74
BMPR2	ANKS1A	2.45
BMPR2	CSRP3	4.49
BMPR2	GNA12	52.22
BMPR2	MTA1	4.57
BMPR2	NLK	3.22
BMPR2	RAGE	1.73
BMPR2	UHMK1	70.96
BMX	ANXA2	4.57
BMX	ATXN3	2.84
BMX	AXL	2.84
BMX	BCL3	2.25
BMX	C13orf15	1.6
BMX	C21orf66	1.57
BMX	CBL	26.24
BMX	CRK	20.28
BMX	CTTN	11.13
BMX	DDEF2	8.78
BMX	DDEFL1	1.64
BMX	EIF4B	2.84
BMX	GPD1L	1.67
BMX	HCLS1	15.18
BMX	HDAC3	15.18
BMX	HLCS	2.16
BMX	HNRPK	2.84
BMX	MAGEA12	2.84
BMX	MBNL3	1.57
BMX	MTA1	15.18
BMX	NPM1	14.91
BMX	PPP1R13L	10.68
BMX	PRKCB1	12.49
BMX	RCHY1	19.64
BMX	RUFY1	100
BMX	SND1	14.91
BMX	SRXN1	1.67
BMX	STARD3	2.16
BMX	SUMO4	2.84
BMX	TRAT1	4.49
BMX	TRIP10	12.49
BMX	TRIP6	2.84
BMX	TRSPAP1	1.6
BMX	UBE2A	2.84
BMX	VHL	15.18
BMX	YWHAH	11.13
BMX	ZCCHC10	3.68
BTK	ABI2	18.88
BTK	ATF6	10.19
BTK	BMX	2884.1/100
BTK	CAMKK1	2.25
BTK	CCM2	1.6
BTK	CDK9	7.87
BTK	CHGB	3
BTK	COBRA1	2.25
BTK	DDEFL1	1.99
BTK	EIF4A3	2.91
BTK	FGR	4.26
BTK	FUSIP1	2.25
BTK	GTF2I	100
BTK	HCLS1	34.96
BTK	HES1	24.59
BTK	HNRPK	4.26
BTK	HTATIP	2.25
BTK	ITK	100
BTK	MAPK1	34.33
BTK	MAPK12	18.54
BTK	MAPK8	4.26
BTK	MBNL3	3.63
BTK	MDM2	34.96
BTK	NCAPG	2.25
BTK	NFATC3	2.25
BTK	NFKBIA	34.96
BTK	NRIP2	1.58
BTK	OTUD7B	2.91
BTK	PDCD2	2.97
BTK	PER3	1.58
BTK	PLCG2	100
BTK	PPP1R13L	24.59
BTK	PPP2R1A	7.73
BTK	PRKACA	34.33
BTK	PRKACB	1.58
BTK	RAD23B	2.25
BTK	RAD51	7.87
BTK	RPS6KA2	2.25
BTK	SLC4A1AP	2.21
BTK	SMAD3	5.63
BTK	SMPX	2.6
BTK	STAT5B	34.33
BTK	TEC	100
BTK	TGFB1I1	1.58
BTK	WAS	100
BTK	WWP1	4.26
BTK	WWTR1	2.25
BTK	ZNF397	2.6
BTK	ZNF655	7.73
BTK	ZW10	2.21
BTK	ZYX	66.38
BUB1	AIRE	3.18
BUB1	APITD1	2.5
BUB1	BCL3	35.4
BUB1	C11orf9	1.93
BUB1	C21orf66	5.31
BUB1	CSDC2	3.74
BUB1	CSRP3	2.28
BUB1	HCLS1	3.24
BUB1	IRF3	3.18
BUB1	LAS1L	2.71
BUB1	LIG1	2.71
BUB1	MDM2	50.32
BUB1	MDM4	18.32
BUB1	MLX	4.19
BUB1	NCL	2.71
BUB1	NOC2L	2.71
BUB1	NUP35	2.55
BUB1	PPIE	1.56
BUB1	PPP1R13L	2.28
BUB1	PPP1R8	4.27
BUB1	PPP2R5D	3.24
BUB1	RNUXA	3.24
BUB1	SMARCA4	24.16
BUB1	SMPX	3.74
BUB1	STIP1	3.24
BUB1	TERF2IP	18.32
BUB1	TOX	1.93
BUB1	UBE2A	5.68
BUB1	XRCC1	1.56
BUB1	ZFP36	2.28
BUB1	ZNF765	1.93
BUB1	ZYX	2.16
CAMK1D	DAZAP1	3.63
CAMK1D	DDEFL1	1.99
CAMK1D	NEUROD1	1.58
CAMK1D	PHB2	2.25
CAMK1D	SMAD3	4.35
CAMK2A	ATF6	2.75
CAMK2A	CSRP3	9.03
CAMK2A	LZTS1	1.57
CAMK2A	NEUROD1	9.03
CAMK2A	PINX1	1.57
CAMK2A	PRKAR1A	1.57
CAMK2A	PRKCD	9.03
CAMK2A	STUB1	7.75
CAMK2B	MAPK7	1.57
CAMK2B	PRKACA	12.84
CAMK2B	RIPK3	7.75
CAMK2D	BMX	7.75
CAMK2D	CTTN	7.75
CAMK2D	HSF1	100
CAMK2D	LIMA1	7.75
CAMK2D	MAPK1	12.61
CAMK2D	NR0B2	1.93
CAMK2D	PRKACA	9.03
CAMK2D	PRKCD	9.03
CAMK2D	RIPK3	7.75
CAMK2G	CAMKK1	16.93
CAMK2G	ETS1	2.75
CAMK2G	PRKACA	16.61
CAMK2G	UHMK1	12.84
CAMK4	ADCY3	100
CAMK4	ATP2A2	100
CAMK4	CAMK1	100
CAMK4	CEBPB	100
CAMK4	CFL2	100
CAMK4	CREB1	100
CAMK4	CSRP3	1.58
CAMK4	DLG1	100
CAMK4	FLNA	100
CAMK4	GFAP	100
CAMK4	GRIA1	100
CAMK4	HSF1	100
CAMK4	KCND2	100
CAMK4	KRT18	100
CAMK4	KRT8	100
CAMK4	NEUROD1	2.21
CAMK4	NFATC4	34.96
CAMK4	PEA15	100
CAMK4	PLCB3	100
CAMK4	PLN	100
CAMK4	PPP1R14A	100
CAMK4	PPP2R5D	2.25
CAMK4	QDPR	100
CAMK4	RNPS1	2.25
CAMK4	SOX10	2.25
CAMK4	SPR	100
CAMK4	TH	100
CAMK4	VPS72	100
CAMKK1	BCL3	2.25
CAMKK1	CARHSP1	6.56
CAMKK1	CEP250	2.8
CAMKK1	CLK1	7.87
CAMKK1	CSDC2	2.6
CAMKK1	CSRP3	1.58
CAMKK1	DDEF2	1.88
CAMKK1	DDX25	3.69
CAMKK1	FHL2	2.25
CAMKK1	HDAC7A	4.26
CAMKK1	HLCS	1.99
CAMKK1	IRF3	2.25
CAMKK1	MBNL3	3.69
CAMKK1	MDM4	7.87
CAMKK1	NEUROD1	34.96
CAMKK1	PCBD1	2.25
CAMKK1	PPP1R13L	2.25
CAMKK1	PPP1R8	2.25
CAMKK1	PPP5C	1.58
CAMKK1	PSMA6	2.25
CAMKK1	PSMC3	2.25
CAMKK1	PSPC1	2.25
CAMKK1	RUVBL2	2.25
CAMKK1	SERBP1	2.25
CAMKK1	SMPX	2.6
CAMKK1	SRXN1	1.99
CAMKK1	ZYX	4.35
CAMKK2	CAMKK1	19.64
CAMKK2	NEUROD1	34.92
CAMKK2	PCTK1	2.84
CAMKK2	PIK3C3	2.84
CAMKK2	PRKACA	2360.5
CAMKK2	PRKAR1A	2.79
CAMKK2	RAP1A	4.57
CAMKK2	TRIP10	12.49
CAMKK2	TUFM	2
CDK1	GRK5	1.84
CDK1	SKAP1	1.99
CDK1	ZYX	1.99
CDK15	CBL	1.99
CDK16	ACVR2B	1.84
CDK16	CRK	1.99
CDK16	PTK2B	1.84
CDK18	GRK5	1.84
CDK18	SMAD3	1.99
CDK18	TRIP10	1.84
CDK18	ZYX	1.99
CDK3	CHEK1	16.61
CDK3	CTTN	7.75
CDK3	MDM4	1.93
CDK3	PPP2CA	1.57
CDK4	ANXA11	3.24
CDK4	APITD1	1.93
CDK4	ARIH2	23.71
CDK4	BCL3	2.28
CDK4	C14orf106	2.5
CDK4	C19orf40	2.5
CDK4	CAMKK1	3.24
CDK4	CBL	61.74
CDK4	CDK2AP1	50.32
CDK4	CSDC2	3.74
CDK4	CSDE1	11.55
CDK4	CSRP3	50.32
CDK4	CTBP1	65.13
CDK4	CTTN	8.27
CDK4	DDX19B	3.24
CDK4	DDX25	5.31
CDK4	DDX4	3.24
CDK4	EIF4A3	3.24
CDK4	EIF4B	5.79
CDK4	EIF4ENIF1	65.13
CDK4	EP400	1.56
CDK4	ETF1	1.74
CDK4	ETS1	18.32
CDK4	EXOSC5	7.46
CDK4	FOXF1	1.93
CDK4	FOXN2	1.93
CDK4	GAPDH	11.76
CDK4	GPBP1	3.24
CDK4	HLCS	1.61
CDK4	HNRPK	4.39
CDK4	HSFX1	1.93
CDK4	ID4	12.88
CDK4	IRF3	4.19
CDK4	JARID1D	1.9
CDK4	JMJD2C	1.93
CDK4	KHDRBS1	42.14
CDK4	LIG1	42.14
CDK4	LOC51035	682.66
CDK4	MBNL3	5.31
CDK4	MCM7	18.32
CDK4	MDM4	18.32
CDK4	MTA1	3.24
CDK4	NCL	18.32
CDK4	NEUROD1	35.4
CDK4	NFATC3	3.18
CDK4	NFATC4	3.24
CDK4	NOL7	4.45
CDK4	NUP133	42.14
CDK4	NUP35	4.45
CDK4	ORC1L	18.32
CDK4	ORC4L	18.32
CDK4	OTUD7B	4.27
CDK4	PDCD2	3.24
CDK4	PDCD5	10.1
CDK4	PHB2	115.78
CDK4	PKM2	15.22
CDK4	PKNOX1	3.24
CDK4	POLD4	18.32
CDK4	POLR1C	18.32
CDK4	PPP1R13L	50.32
CDK4	PPP2R5A	11.55
CDK4	PRDX1	15.51
CDK4	PRKAR1A	480.2
CDK4	PSMC3	115.78
CDK4	QKI	2.28
CDK4	RBBP9	50.32
CDK4	RBL1	100
CDK4	RBL2	100
CDK4	RPA2	18.32
CDK4	RPA4	1.56
CDK4	RUVBL1	7.46
CDK4	RUVBL2	65.13
CDK4	SF3B1	23.71
CDK4	SMAD3	100
CDK4	SMAD4	65.13
CDK4	SMARCC2	17.99
CDK4	SNUPN	4.27
CDK4	SPAG7	18.32
CDK4	SRA1	3.24
CDK4	STON1	3.74
CDK4	UBB	50.32
CDK4	UBTF	100
CDK4	VHL	49.43
CDK4	XPO1	115.78
CDK4	XRCC1	18.32
CDK4	ZBED1	1.56
CDK4	ZBTB44	1.56
CDK4	ZIC4	2.5
CDK4	ZMYM3	2.55
CDK4	ZNF184	1.93
CDK4	ZNF221	2.55
CDK4	ZNF606	2.5
CDK5	ABI2	18.54
CDK5	APBB1	7.87
CDK5	BCL3	24.59
CDK5	CAMKK1	2.97
CDK5	CBL	67.58
CDK5	CDK2AP1	2.91
CDK5	CRY1	1.58
CDK5	CSRP1	7.87
CDK5	CSRP3	24.59
CDK5	CTTN	18.88
CDK5	DAXX	34.96
CDK5	DDEFL1	1.99
CDK5	EIF4A3	1.58
CDK5	ETS1	5.54
CDK5	EXOSC3	34.96
CDK5	FGR	4.26
CDK5	FUSIP1	2.25
CDK5	HCLS1	1.58
CDK5	HES1	2.25
CDK5	IRF3	1.58
CDK5	KLHL25	1.99
CDK5	LIG1	5.54
CDK5	MAP4K5	18.88
CDK5	MAPK12	18.88
CDK5	MAPK7	4.26
CDK5	MBNL3	2.6
CDK5	MDFI	1.58
CDK5	MDM2	34.96
CDK5	MDM4	7.87
CDK5	MEF2A	100
CDK5	MLX	1.58
CDK5	MTA1	34.96
CDK5	NFATC4	1.58
CDK5	OTUD7B	2.25
CDK5	PHB2	24.59
CDK5	PPP1R13L	34.96
CDK5	PPP1R2	100
CDK5	PPP2R1B	3
CDK5	PRDM1	1.58
CDK5	PSEN1	100
CDK5	PSMC3	2.25
CDK5	RAD51	7.87
CDK5	RAN	34.96
CDK5	RBM9	2.25
CDK5	RPA1	5.54
CDK5	RPS6KA2	34.96
CDK5	SMAD3	47.54
CDK5	SMAD4	34.96
CDK5	SMYD2	7.87
CDK5	SNCA	34.96
CDK5	SNUPN	2.91
CDK5	SOX10	2.25
CDK5	SRC	100
CDK5	SRF	7.87
CDK5	TRIM24	1.58
CDK5	TRIP10	29.14
CDK5	TSC22D4	7.87
CDK5	UBE2A	4.26
CDK5	VHL	34.96
CDK5	XRCC1	7.87
CDK5	XRCC4	5.54
CDK5	ZHX1	10.19
CDK5	ZNF397	3.63
CDK5	ZYX	47.54
CDK6	CAMKK1	2.25
CDK6	CNOT6	34.96
CDK6	COPS6	45.24
CDK6	CSRP3	2.25
CDK6	GRK5	1.88
CDK6	HLCS	2.58
CDK6	KLHL25	1.99
CDK6	LIG1	10.19
CDK6	MAGEA6	4.26
CDK6	MBNL3	3.69
CDK6	MDFI	2.91
CDK6	MDM4	7.87
CDK6	NFATC4	2.25
CDK6	NUSAP1	3.69
CDK6	OTUD7B	2.97
CDK6	PKNOX1	2.91
CDK6	PPP1R13L	1.58
CDK6	PUM1	18.88
CDK6	RBL2	100
CDK6	RNF14	34.96
CDK6	RPA2	10.19
CDK6	RUVBL1	45.24
CDK6	SET	46.1
CDK6	SMARCC2	10.19
CDK6	STUB1	18.88
CDK6	TCF3	45.24
CDK6	ZHX1	10.19
CDK6	ZNF410	10.19
CDK6	ZYX	66.38
CDK7	CAMKK1	3.24
CDK7	CBL	3.07
CDK7	CDC2	100
CDK7	CDK4	100
CDK7	CNOT6	4.19
CDK7	CRY1	3.24
CDK7	CSRP3	2.28
CDK7	CTTN	8.27
CDK7	E2F1	100
CDK7	EIF4B	5.68
CDK7	ESR1	100
CDK7	FGR	4.31
CDK7	HDAC8	3.24
CDK7	HES1	2.28
CDK7	HIRIP3	1.56
CDK7	HSFY1	1.9
CDK7	HSPA2	4.39
CDK7	ICK	100
CDK7	LASP1	100
CDK7	MBNL3	5.31
CDK7	MDFI	50.32
CDK7	MDM4	12.88
CDK7	MLX	3.24
CDK7	MXD1	12.88
CDK7	NCBP2	2.71
CDK7	NEUROD1	2.28
CDK7	NFATC4	3.24
CDK7	NOC2L	2.71
CDK7	NOL7	2.55
CDK7	NUP133	23.71
CDK7	OBFC2A	1.93
CDK7	ORC4L	23.71
CDK7	OTUD7B	3.24
CDK7	PER1	3.24
CDK7	PINX1	4.39
CDK7	POU2F1	100
CDK7	PPP1R13L	2.28
CDK7	PPP2R1B	5.79
CDK7	PSPC1	49.43
CDK7	RARA	100
CDK7	RCHY1	65.13
CDK7	RNASEH2C	1.93
CDK7	RPA2	18.32
CDK7	SET	3.24
CDK7	SMAD4	49.43
CDK7	SMARCC2	18.32
CDK7	SOX10	3.24
CDK7	TP53	100
CDK7	VHL	35.4
CDK7	XRCC1	23.71
CDK7	ZCCHC8	5.68
CDK7	ZYX	47.71
CDK9	CHEK2	18.32
CDK9	CSRP3	2.28
CDK9	ETS1	18.32
CDK9	HMGN3	2.71
CDK9	MDFI	65.13
CDK9	NEUROD1	2.28
CDK9	NPM1	50.32
CDK9	NUP133	24.16
CDK9	POLR2A	100
CDK9	PRKACA	50.32
CDK9	PTBP1	1.56
CDK9	SCC-112	4.39
CDKL3	BNC1	1.6
CDKL3	CTTN	1.67
CDKL3	MBNL3	1.6
CDKL5	ACTL6B	1.93
CDKL5	C11orf9	1.9
CDKL5	CDK9	2.55
CDKL5	CHEK2	2.55
CDKL5	CIAO1	2.55
CDKL5	CSTF2T	1.93
CDKL5	DDX39	2.5
CDKL5	DGCR8	6.88
CDKL5	EIF4A3	7.01
CDKL5	GPBP1L1	1.93
CDKL5	MAPK12	1.61
CDKL5	MBNL3	6.88
CDKL5	MDFI	7.01
CDKL5	MLX	5.31
CDKL5	NOC4L	1.93
CDKL5	NOL7	1.93
CDKL5	PBX2	2.5
CDKL5	PLCD4	5.31
CDKL5	PRKACA	6.88
CDKL5	PRKCD	5.31
CDKL5	PTBP1	2.55
CDKL5	RAD51	1.93
CDKL5	RPA1	2.55
CDKL5	RPS6KA2	5.22
CDKL5	SRA1	5.31
CDKL5	SSBP4	2.55
CDKL5	ZBED1	1.93
CDKL5	ZNF238	1.9
CHEK2	AIRE	4.19
CHEK2	BRCA1	100
